PLAYER_NAME,Team,Class,Height,Position,PLAYER_ID,TEAM_NAME,GAMES,MINUTES_PLAYED,FIELD_GOALS_MADE,FIELD_GOAL_ATTEMPTS,FIELD_GOAL_PERCENTAGE,THREE_POINTS_MADE,THREE_POINT_ATTEMPTS,THREE_POINT_PERCENTAGE,FREE_THROWS_MADE,FREE_THROW_ATTEMPTS,FREE_THROW_PERCENTAGE,OFFENSIVE_REBOUNDS,DEFENSIVE_REBOUNDS,TOTAL_REBOUNDS,ASSISTS,TURNOVERS,STEALS,BLOCKS,FOULS,POINTS
Christabel Ezumah, Campbell (CAA),Senior,74,Forward,ncaaw.p.64070,Alabama,29,690,142,253,56.1,0,1,0,71,131,54.2,74,160,234,38,90,14,48,72,355
Anaya Brown, UT Martin (OVC),Sophomore,73,Forward,ncaaw.p.71399,Tenn-Martin,31,1065,169,349,48.4,12,41,29.3,118,144,81.9,87,188,275,33,86,49,56,84,468
Amirah Abdur-Rahim, SMU (AAC),Senior,75,Forward,ncaaw.p.64877,Texas A&M,29,794,147,277,53.1,0,7,0,34,60,56.7,55,132,187,43,61,30,50,72,328
Lauren Ware, Texas A&M (SEC),Senior,77,Forward,ncaaw.p.64117,Texas A&M,31,832,111,231,48.1,0,4,0,59,91,64.8,92,154,246,40,52,22,53,67,281
Tatyana Wyche, East Carolina (AAC),Junior,74,Forward,ncaaw.p.66744,East Carolina,26,622,62,126,49.2,0,2,0,47,62,75.8,73,91,164,32,44,25,38,74,171
Emma Trawally Porta, Detroit Mercy (Horizon),Junior,71,Forward,ncaaw.p.67843,San Francisco,33,908,118,228,51.8,16,46,34.8,69,90,76.7,58,190,248,40,69,24,56,71,321
Jessika Carter, Mississippi St. (SEC),Senior,77,Center,ncaaw.p.57391,Mississippi St.,29,922,183,351,52.1,0,2,0,61,95,64.2,95,198,293,31,68,21,50,73,427
Rochelle Norris, Central Mich. (MAC),Senior,77,Center,ncaaw.p.56812,Cent. Michigan,28,596,101,198,51,0,0,,33,61,54.1,60,152,212,18,54,14,47,61,235
Olivia Olsen, Providence (Big East),Junior,75,Forward,ncaaw.p.67497,Providence,32,906,169,321,52.6,3,10,30,96,147,65.3,87,186,273,36,66,35,53,69,437
Jaida Belton, Texas Southern (SWAC),Sophomore,76,Forward,ncaaw.p.71635,Texas Southern,29,577,95,197,48.2,0,2,0,48,85,56.5,76,126,202,15,85,26,48,87,238
Trinity Williams, NJIT (America East),Junior,73,Forward,ncaaw.p.66919,NJIT,29,717,104,214,48.6,1,15,6.7,51,90,56.7,66,120,186,26,61,7,48,72,260
JuJu Watkins, Southern California (Pac-12),Freshman,74,Guard,ncaaw.p.112021,USC,29,989,270,656,41.2,58,176,33,203,240,84.6,52,161,213,96,120,72,45,78,801
Allyson Fertig, Wyoming (Mountain West),Junior,76,Center,ncaaw.p.67230,Wyoming,29,750,163,273,59.7,0,5,0,68,89,76.4,76,160,236,31,50,21,38,41,394
Rita Igbokwe, Ole Miss (SEC),Senior,76,Forward,ncaaw.p.60476,Mississippi,31,617,62,126,49.2,0,0,,25,64,39.1,81,95,176,11,45,25,54,65,149
Kyndall Golden, Kennesaw St. (ASUN),Senior,75,Forward,ncaaw.p.61073,Kennesaw St.,30,531,21,57,36.8,0,0,,11,24,45.8,49,62,111,18,35,14,49,72,53
Layne Ferrell, Wright St. (Horizon),Senior,74,Guard,ncaaw.p.61483,Wright St.,31,976,119,263,45.2,46,110,41.8,42,48,87.5,32,124,156,60,44,46,49,65,326
Tamari Key, Tennessee (SEC),Senior,78,Center,ncaaw.p.61031,Tennessee,30,464,62,112,55.4,0,2,0,18,37,48.6,43,69,112,14,33,10,49,65,142
Anajah Brown, Siena (MAAC),Junior,73,Forward,ncaaw.p.67117,Siena,23,577,103,201,51.2,0,3,0,46,73,63,78,92,170,29,56,30,37,81,252
Ryley Goebel, UNI (MVC),Sophomore,71,Forward,ncaaw.p.71274,Northern Iowa,24,498,61,108,56.5,0,2,0,5,10,50,52,45,97,26,24,37,37,69,127
Deja Evans, UAlbany (America East),Freshman,74,Forward,ncaaw.p.112347,Drexel,27,621,79,205,38.5,0,2,0,69,99,69.7,73,121,194,32,56,19,44,43,227
Alex Covill, Washington St. (Pac-12),Freshman,78,Center,ncaaw.p.112505,Washington St.,32,327,37,84,44,0,1,0,20,25,80,15,58,73,9,33,5,51,49,94
Mackenzie Holmes, Indiana (Big Ten),Senior,75,Forward,ncaaw.p.60718,Indiana,29,814,238,357,66.7,2,8,25,101,140,72.1,61,139,200,41,74,26,41,67,579
Kierra Wheeler, Norfolk St. (MEAC),Junior,73,Forward,ncaaw.p.71804,Norfolk St.,28,850,191,379,50.4,2,3,66.7,105,144,72.9,111,163,274,45,61,45,36,81,489
Kennedy Basham, Oregon (Pac-12),Sophomore,79,Forward,ncaaw.p.70937,Arizona St.,31,582,54,135,40,0,0,,30,51,58.8,11,97,108,27,32,8,48,51,138
Maria Gakdeng, North Carolina (ACC),Junior,75,Center,ncaaw.p.66646,N. Carolina,31,736,117,187,62.6,0,0,,43,70,61.4,75,105,180,17,49,16,44,83,277
Amiya Joyner, East Carolina (AAC),Sophomore,74,Forward,ncaaw.p.70581,East Carolina,27,789,135,292,46.2,0,7,0,77,112,68.8,106,155,261,61,82,36,36,68,347
Hadley Periman, Tulsa (AAC),Sophomore,74,Guard,ncaaw.p.71191,Tulsa,31,759,23,85,27.1,9,30,30,33,59,55.9,64,153,217,44,42,15,47,71,88
Temira Poindexter, Tulsa (AAC),Junior,73,Forward,ncaaw.p.67408,Kansas St.,31,1060,231,543,42.5,77,239,32.2,105,145,72.4,23,144,167,59,105,26,45,56,644
Kate Samson, Navy (Patriot),Sophomore,76,Center,ncaaw.p.71623,Navy,27,429,59,127,46.5,0,0,,28,46,60.9,40,73,113,15,39,14,41,62,146
Adela Valkova, UT Arlington (WAC),Junior,75,Forward,ncaaw.p.71576,UT Arlington,30,738,116,211,55,4,10,40,44,63,69.8,50,105,155,30,50,18,46,82,280
Sydney Mech, Colorado St. (Mountain West),Senior,74,Forward,ncaaw.p.57463,Colorado St.,29,857,98,184,53.3,30,73,41.1,11,15,73.3,11,73,84,27,24,21,44,61,237
Bree Stephens, Central Ark. (ASUN),Junior,72,Forward,ncaaw.p.112610,Central Arkansas,28,738,69,166,41.6,22,66,33.3,10,24,41.7,29,130,159,53,42,43,42,51,170
Brenna McDonald, Yale (Ivy League),Senior,75,Forward,ncaaw.p.64920,Washington,27,796,124,232,53.4,0,4,0,41,58,70.7,82,103,185,24,45,24,40,66,289
Liatu King, Pittsburgh (ACC),Senior,72,Forward,ncaaw.p.63989,Notre Dame,32,1134,246,470,52.3,0,0,,106,149,71.1,108,221,329,57,108,59,47,90,598
Charlotte Kohl, New Mexico (Mountain West),Senior,77,Center,ncaaw.p.64249,New Mexico,31,696,72,146,49.3,2,11,18.2,44,68,64.7,77,122,199,15,37,17,46,74,190
Ashlee Lewis, Cal St. Fullerton (Big West),Senior,73,Center,ncaaw.p.64045,CSU Fullerton,29,778,125,242,51.7,0,0,,49,69,71,60,181,241,24,79,23,44,78,299
Jillian Archer, St. John's (NY) (Big East),Senior,74,Forward,ncaaw.p.57323,St. John's,31,964,134,229,58.5,0,0,,83,112,74.1,74,165,239,24,63,27,47,89,351
Sitori Tanin, Loyola Chicago (Atlantic 10),Senior,74,Forward,ncaaw.p.64273,Loyola Chicago,31,842,114,266,42.9,7,18,38.9,69,102,67.6,65,129,194,63,91,33,45,77,304
Raanee Smith, Sam Houston (CUSA),Senior,74,Forward,ncaaw.p.60838,Sam Houston State,28,809,106,236,44.9,0,1,0,54,106,50.9,127,128,255,27,70,34,41,89,266
Kylee Watson, Notre Dame (ACC),Senior,76,Forward,ncaaw.p.65052,Notre Dame,31,801,76,145,52.4,0,0,,40,71,56.3,54,100,154,40,70,25,44,83,192
Mya Moore, Seattle U (WAC),Sophomore,72,Forward,ncaaw.p.71158,Cleveland St.,29,721,137,287,47.7,0,7,0,93,141,66,75,145,220,42,97,45,41,99,367
Elyssa Coleman, UTSA (AAC),Junior,75,Forward,ncaaw.p.64932,UTSA,28,746,133,299,44.5,4,13,30.8,38,61,62.3,73,146,219,21,57,20,43,87,308
Amhyia Moreland, San Jose St. (Mountain West),Junior,73,Forward,ncaaw.p.67036,New Mexico,29,629,147,266,55.3,3,7,42.9,48,77,62.3,84,88,172,24,63,24,41,100,345
Caitlin Staley, Western Ky. (CUSA),Freshman,75,Forward,ncaaw.p.112157,W. Kentucky,29,397,43,103,41.7,0,0,,10,29,34.5,26,47,73,9,43,9,40,72,96
Meghan Andersen, Fairfield (MAAC),Freshman,73,Forward,ncaaw.p.112876,Fairfield,29,808,178,337,52.8,58,156,37.2,39,45,86.7,42,108,150,45,47,41,40,58,453
Taisha Exanor, Monmouth (CAA),Senior,72,Forward,ncaaw.p.63994,Monmouth,29,670,81,176,46,11,46,23.9,31,43,72.1,53,119,172,37,69,35,39,70,204
Jordan Obi, Penn (Ivy League),Senior,73,Forward,ncaaw.p.65141,Kentucky,27,920,144,328,43.9,31,84,36.9,79,96,82.3,41,170,211,63,79,25,36,56,398
Camilla Emsbo, Duke (ACC),Senior,77,Forward,ncaaw.p.57085,Duke,31,481,54,113,47.8,0,2,0,33,41,80.5,36,58,94,21,39,15,42,45,141
Nabaweeyah McGill, A&M-Corpus Christi (Southland),Senior,74,Forward,ncaaw.p.64908,Texas A&M-Corpus Christi,29,491,79,202,39.1,6,31,19.4,46,61,75.4,58,83,141,25,51,13,42,62,210
Sacha Washington, Vanderbilt (SEC),Junior,74,Forward,ncaaw.p.67243,Vanderbilt,31,901,151,295,51.2,0,0,,72,113,63.7,109,135,244,43,83,49,44,82,374
Rose Nelson, Fordham (Atlantic 10),Sophomore,73,Forward,ncaaw.p.70606,Fordham,27,656,47,103,45.6,1,3,33.3,4,21,19,31,63,94,26,42,20,36,50,99
Klarke Sconiers, Delaware (CAA),Senior,74,Center,ncaaw.p.60817,Delaware,30,614,101,205,49.3,0,2,0,66,86,76.7,52,79,131,17,48,13,40,72,268
Trista Hull, Boise St. (Mountain West),Junior,74,Forward,ncaaw.p.66638,Portland,28,480,40,104,38.5,1,5,20,34,52,65.4,50,94,144,32,31,7,36,52,115
Alyssa Latham, Syracuse (ACC),Freshman,74,Forward,ncaaw.p.112265,Tennessee,30,791,108,232,46.6,6,19,31.6,38,60,63.3,90,123,213,19,56,33,40,97,260
Brianna Scott, Georgetown (Big East),Junior,76,Forward,ncaaw.p.66753,Georgetown,28,599,91,179,50.8,19,60,31.7,45,57,78.9,53,115,168,28,30,13,38,65,246
Emma Calvert, BYU (Big 12),Junior,76,Forward,ncaaw.p.67581,BYU,32,668,90,203,44.3,21,84,25,33,52,63.5,21,106,127,33,57,18,40,96,234
Kennedy Brown, Duke (ACC),Senior,78,Forward,ncaaw.p.60853,Duke,31,749,98,204,48,6,25,24,53,61,86.9,56,114,170,46,59,24,43,88,255
Adreanna Waddle, Prairie View (SWAC),Junior,74,Forward,ncaaw.p.113249,Prairie View A&M,23,367,67,113,59.3,0,0,,15,27,55.6,47,58,105,1,25,10,31,56,149
Leilani Kapinus, Penn St. (Big Ten),Junior,70,Guard,ncaaw.p.65037,Vanderbilt,31,794,140,236,59.3,23,56,41.1,49,82,59.8,37,160,197,61,80,64,35,96,352
Maori Davenport, Ark.-Pine Bluff (SWAC),Senior,77,Center,ncaaw.p.60958,Alabama A&M,27,446,51,97,52.6,0,2,0,32,55,58.2,50,106,156,19,39,30,36,58,134
Maya Peat, Ark.-Pine Bluff (SWAC),Senior,78,Center,ncaaw.p.65218,Texas Tech,31,669,124,244,50.8,3,9,33.3,83,135,61.5,62,134,196,19,59,18,41,92,334
Alasia Smith, Memphis (AAC),Junior,70,Guard,ncaaw.p.64816,Memphis,29,826,112,256,43.8,14,56,25,51,92,55.4,114,157,271,49,67,63,37,100,289
Latasha Lattimore, Miami (FL) (ACC),Junior,76,Forward,ncaaw.p.67686,Virginia,27,405,60,132,45.5,5,17,29.4,27,40,67.5,36,48,84,13,30,9,34,29,152
Raegan Beers, Oregon St. (Pac-12),Sophomore,74,Forward,ncaaw.p.71014,Oklahoma,27,757,194,294,66,0,2,0,90,139,64.7,90,192,282,48,60,33,33,63,478
Amberly Brown, Mississippi Val. (SWAC),Junior,73,Forward,ncaaw.p.113313,Miss. Valley St.,31,590,70,209,33.5,0,11,0,33,52,63.5,46,70,116,20,45,34,39,74,173
River Baldwin, NC State (ACC),Senior,77,Center,ncaaw.p.60343,N.C. State,29,797,122,223,54.7,0,0,,55,69,79.7,69,134,203,22,49,12,37,67,299
Sophie Glancey, Northern Ariz. (Big Sky),Sophomore,74,Forward,ncaaw.p.70913,Northern Arizona,31,799,188,356,52.8,12,24,50,83,115,72.2,87,135,222,24,45,19,35,54,471
Mariona Planes Fortuny, Bryant (America East),Senior,75,Center,ncaaw.p.64634,Geo. Wash.,29,950,170,349,48.7,16,54,29.6,117,153,76.5,58,130,188,80,86,27,36,85,473
Olivia Pollerd, Santa Clara (WCC),Junior,74,Forward,ncaaw.p.67373,Santa Clara,31,913,184,394,46.7,88,198,44.4,14,19,73.7,29,113,142,54,43,25,39,67,470
Laila Lawrence, Coppin St. (MEAC),Junior,73,Forward,ncaaw.p.71135,Coppin St.,28,870,150,322,46.6,7,25,28,88,164,53.7,127,170,297,27,85,51,34,80,395
Zyheima Swint, Hofstra (CAA),Senior,75,Center,ncaaw.p.64103,Hofstra,27,644,92,187,49.2,0,0,,20,40,50,76,132,208,25,65,28,30,77,204
Morgan Lee, Marist (MAAC),Sophomore,77,Center,ncaaw.p.71420,Marist,30,569,73,173,42.2,17,49,34.7,19,28,67.9,29,96,125,22,55,8,36,42,182
Phillipina Kyei, Oregon (Pac-12),Junior,80,Center,ncaaw.p.67458,Oregon,32,943,161,308,52.3,0,0,,82,130,63.1,136,245,381,60,84,21,39,59,404
Rachel Loobie, Wright St. (Horizon),Senior,73,Forward,ncaaw.p.64149,Long Beach St.,31,666,112,227,49.3,7,36,19.4,50,70,71.4,59,156,215,44,41,29,36,84,281
Justice Ross, New Orleans (Southland),Senior,72,Guard,ncaaw.p.60816,Lamar,27,722,56,187,29.9,8,38,21.1,55,85,64.7,29,68,97,55,56,25,34,31,175
Jasmin Dixon, Northwestern St. (Southland),Junior,75,Forward,ncaaw.p.65091,N'western St.,28,565,41,71,57.7,0,0,,22,42,52.4,47,65,112,8,20,8,34,53,104
Marie Kiefer, Ball St. (MAC),Junior,74,Forward,ncaaw.p.66591,Ball St.,31,713,80,185,43.2,17,69,24.6,48,65,73.8,44,115,159,29,52,37,31,85,225
Halle Smith, SIUE (OVC),Sophomore,72,Forward,ncaaw.p.67382,SIU Edwardsville,31,601,84,204,41.2,1,8,12.5,78,97,80.4,63,70,133,13,58,16,37,102,247
Shamarre Hale, Austin Peay (ASUN),Senior,73,Center,ncaaw.p.57931,Austin Peay,31,667,155,253,61.3,0,0,,96,135,71.1,81,148,229,11,42,19,36,78,406
Emma Ronsiek, Creighton (Big East),Senior,73,Forward,ncaaw.p.64712,Colorado St.,29,985,172,362,47.5,35,104,33.7,116,131,88.5,40,124,164,81,64,30,38,79,495
Anaja Hall, Alabama St. (SWAC),Freshman,77,Center,ncaaw.p.112537,Alabama St.,27,371,45,95,47.4,0,3,0,12,18,66.7,14,45,59,3,34,4,32,41,102
Clara Strack, Virginia Tech (ACC),Freshman,77,Center,ncaaw.p.112258,Kentucky,31,401,49,95,51.6,1,2,50,15,27,55.6,50,69,119,20,31,3,33,43,114
Chaniya Clark, N.C. A&T (CAA),Sophomore,76,Center,ncaaw.p.66981,N.C. A&T,29,776,113,272,41.5,13,59,22,52,75,69.3,67,158,225,29,47,16,35,77,291
Jadyn Donovan, Duke (ACC),Freshman,72,Guard,ncaaw.p.112199,Duke,31,698,95,171,55.6,0,0,,13,33,39.4,58,116,174,53,79,44,34,79,203
Melyia Grayson, Southern Miss. (Sun Belt),Junior,75,Center,ncaaw.p.64279,Southern Miss,31,808,154,291,52.9,0,0,,71,96,74,102,146,248,27,88,20,32,84,379
Kendal Cheesman, Belmont (MVC),Junior,74,Forward,ncaaw.p.67237,Belmont,31,834,135,285,47.4,71,170,41.8,27,32,84.4,40,162,202,33,31,13,37,65,368
Faith Stinson, IUPUI (Horizon),Sophomore,74,Forward,ncaaw.p.71415,IU Indy,30,682,68,178,38.2,20,81,24.7,23,49,46.9,24,125,149,20,28,12,35,48,179
Amaria McNear, High Point (Big South),Senior,75,Center,ncaaw.p.61303,High Point,30,442,27,82,32.9,5,27,18.5,31,39,79.5,32,53,85,26,34,8,35,84,90
Liza Karlen, Marquette (Big East),Senior,74,Forward,ncaaw.p.64519,Notre Dame,30,920,227,442,51.4,24,60,40,56,69,81.2,71,159,230,60,75,25,31,63,534
Tommisha Lampkin, North Texas (AAC),Senior,74,Forward,ncaaw.p.64918,North Texas,30,851,188,297,63.3,0,2,0,91,164,55.5,98,133,231,26,72,28,35,85,467
Ava Learn, Murray St. (MVC),Junior,73,Forward,ncaaw.p.67044,Murray St.,29,578,127,237,53.6,1,12,8.3,60,76,78.9,45,113,158,15,54,21,28,72,315
Imani Perez, Hawaii (Big West),Sophomore,76,Forward,ncaaw.p.70708,Hawaii,24,700,88,151,58.3,18,43,41.9,36,54,66.7,42,94,136,25,45,16,29,43,230
Carmen Gfeller, Montana (Big Sky),Senior,73,Forward,ncaaw.p.56840,Montana,29,852,151,312,48.4,25,77,32.5,63,77,81.8,62,117,179,40,68,21,35,69,390
Mya Kone, FIU (CUSA),Sophomore,74,Forward,ncaaw.p.70755,Florida Intl.,30,715,114,291,39.2,47,152,30.9,65,85,76.5,65,172,237,29,59,29,33,82,340
Aaronette Vonleh, Colorado (Pac-12),Junior,75,Forward,ncaaw.p.66627,Baylor,31,755,184,328,56.1,1,8,12.5,67,104,64.4,51,101,152,44,51,25,34,79,436
Maddy Westbeld, Notre Dame (ACC),Senior,75,Forward,ncaaw.p.64884,Notre Dame,30,984,171,371,46.1,33,90,36.7,50,65,76.9,68,204,272,51,66,45,33,87,425
Meghan Downing, ETSU (SoCon),Sophomore,74,Forward,ncaaw.p.70590,E. Tennessee St.,29,583,53,102,52,0,0,,38,57,66.7,50,78,128,10,34,15,33,70,144
Charlotte O'Keefe, UTRGV (WAC),Sophomore,75,Forward,ncaaw.p.71406,UT Rio Grande Valley,29,827,93,217,42.9,13,47,27.7,33,49,67.3,79,125,204,38,50,26,33,90,232
Hannah Ronsiek, Colorado St. (Mountain West),Sophomore,71,Guard,ncaaw.p.70545,Colorado St.,27,829,82,191,42.9,46,123,37.4,10,12,83.3,3,158,161,39,33,30,31,61,220
Aneesah Morrow, LSU (SEC),Sophomore,73,Forward,ncaaw.p.67831,LSU,32,1023,210,447,47,11,53,20.8,93,113,82.3,109,212,321,57,58,83,41,73,524
Eden Johnson, Ga. Southern (Sun Belt),Senior,74,Forward,ncaaw.p.63908,Georgia St.,30,744,72,213,33.8,23,86,26.7,20,26,76.9,43,102,145,31,39,33,34,48,187
Meghan O'Brien, Lehigh (Patriot),Junior,73,Forward,ncaaw.p.66792,Lehigh,29,853,109,232,47,20,69,29,29,39,74.4,43,127,170,59,48,32,34,47,267
Saylor Poffenbarger, Arkansas (SEC),Sophomore,74,Guard,ncaaw.p.66487,Maryland,30,948,108,304,35.5,54,164,32.9,35,52,67.3,54,283,337,47,54,41,34,63,305
Dani Bartsch, Montana (Big Sky),Junior,74,Forward,ncaaw.p.66890,Montana,29,873,91,192,47.4,49,116,42.2,21,27,77.8,81,215,296,74,48,39,28,62,252
Tori Nelson, South Dakota St. (Summit League),Senior,73,Forward,ncaaw.p.60843,S. Dakota St.,30,867,96,221,43.4,8,34,23.5,37,41,90.2,45,121,166,83,62,29,31,58,237
Ta'Mia Scott, Middle Tenn. (CUSA),Sophomore,72,Guard,ncaaw.p.70831,Middle Tenn. St.,30,1047,135,284,47.5,40,101,39.6,64,80,80,31,135,166,46,58,53,31,53,374
Stina Almqvist, Penn (Ivy League),Junior,72,Guard,ncaaw.p.67282,Pennsylvania,27,862,155,352,44,20,82,24.4,88,110,80,46,126,172,56,65,26,30,61,418
Alissa Dins, Western Ill. (OVC),Senior,73,Center,ncaaw.p.61325,Western Ill.,28,721,40,93,43,2,6,33.3,17,29,58.6,42,112,154,81,54,25,31,81,99
Jordyn Merritt, Texas Tech (Big 12),Senior,75,Forward,ncaaw.p.64744,Texas Tech,28,658,93,234,39.7,13,55,23.6,29,42,69,53,104,157,41,60,38,31,59,228
Amber Tretter, Miami (OH) (MAC),Freshman,73,Forward,ncaaw.p.112713,Miami (OH),29,865,107,272,39.3,25,93,26.9,61,80,76.3,69,153,222,46,56,36,32,100,300
Makayla Minett, Denver (Summit League),Senior,75,Forward,ncaaw.p.61107,Denver,30,685,97,177,54.8,0,0,,38,77,49.4,75,138,213,13,33,15,33,80,232
Zahirah Walton, George Mason (Atlantic 10),Sophomore,71,Forward,ncaaw.p.70670,George Mason,29,634,106,249,42.6,7,33,21.2,97,127,76.4,77,89,166,14,36,40,31,67,316
Rayne Tucker, Temple (AAC),Senior,73,Forward,ncaaw.p.60531,UAB,30,889,96,239,40.2,3,18,16.7,44,64,68.8,112,133,245,41,48,29,32,85,239
Mesa Byom, South Dakota St. (Summit League),Junior,74,Forward,ncaaw.p.64053,S. Dakota St.,30,596,80,171,46.8,4,17,23.5,63,77,81.8,59,133,192,28,48,16,32,69,227
Khari Clark, Stony Brook (CAA),Senior,74,Center,ncaaw.p.61390,Stony Brook,28,712,173,280,61.8,8,19,42.1,62,89,69.7,60,138,198,27,65,38,31,80,416
Agnes Emma-Nnopu, TCU (Big 12),Senior,71,Guard,ncaaw.p.64477,TCU,31,978,120,282,42.6,55,153,35.9,36,50,72,83,144,227,49,49,36,36,93,331
Precious Johnson, Duquesne (Atlantic 10),Senior,76,Center,ncaaw.p.61337,Duquesne,32,500,92,164,56.1,5,19,26.3,38,48,79.2,57,81,138,20,61,17,35,82,227
Ugonne Onyiah, California (Pac-12),Senior,75,Forward,ncaaw.p.65183,California,32,603,101,179,56.4,0,0,,47,81,58,92,106,198,17,53,36,34,116,249
Bella Murekatete, Washington St. (Pac-12),Senior,75,Center,ncaaw.p.60927,Washington St.,32,786,161,308,52.3,0,0,,71,98,72.4,65,166,231,62,83,52,36,95,393
Ifunanya Nwachukwu, Kansas City (Summit League),Senior,74,Forward,ncaaw.p.66881,Mo. Kansas City,24,303,49,99,49.5,2,3,66.7,16,23,69.6,43,82,125,8,23,10,26,52,116
Tierra Simon, Saint Louis (Atlantic 10),Junior,73,Forward,ncaaw.p.100558,Saint Louis,34,689,69,141,48.9,7,18,38.9,33,42,78.6,71,147,218,28,43,17,35,73,178
Layla Gold, Valparaiso (MVC),Freshman,71,Guard,ncaaw.p.112923,Valparaiso,27,577,32,90,35.6,13,43,30.2,10,18,55.6,16,46,62,14,24,21,29,26,87
Deasia Merrill, Georgia St. (Sun Belt),Senior,73,Forward,ncaaw.p.60992,TCU,28,547,86,172,50,1,5,20,52,76,68.4,65,118,183,24,55,19,30,64,225
Tessa Chaney, Utah Valley (WAC),Sophomore,75,Center,ncaaw.p.71441,Utah Valley,29,546,73,137,53.3,0,2,0,46,77,59.7,60,119,179,17,52,13,31,90,192
Rayne Durant, UMass Lowell (America East),Freshman,73,Forward,ncaaw.p.112395,Mass-Lowell,29,670,82,210,39,0,5,0,28,41,68.3,34,109,143,19,44,22,31,82,192
Zoe McCrary, Col. of Charleston (CAA),Senior,74,Forward,ncaaw.p.64176,Appalachian St.,27,668,50,104,48.1,0,0,,29,52,55.8,71,83,154,22,25,18,26,50,129
Anna Foley, Quinnipiac (MAAC),Freshman,75,Center,ncaaw.p.112914,Quinnipiac,29,807,156,352,44.3,7,43,16.3,75,93,80.6,59,151,210,90,80,31,30,106,394
Ashlee Locke, Mercer (SoCon),Junior,75,Forward,ncaaw.p.67550,Mercer,31,510,54,146,37,0,0,,25,30,83.3,44,76,120,32,40,22,33,74,133
Anna Walker, Tennessee Tech (OVC),Senior,73,Forward,ncaaw.p.64286,Tennessee Tech,31,694,107,249,43,33,103,32,38,40,95,46,79,125,38,51,32,33,74,285
Malea Williams, Cincinnati (Big 12),Senior,76,Forward,ncaaw.p.64251,Florida St.,31,723,102,245,41.6,35,95,36.8,28,43,65.1,56,131,187,41,44,30,34,67,267
Kyra Wood, Syracuse (ACC),Junior,75,Forward,ncaaw.p.67091,Syracuse,30,609,78,146,53.4,0,0,,33,50,66,92,108,200,15,36,22,34,56,189
Kiersten Johnson, Oklahoma (Big 12),Sophomore,76,Forward,ncaaw.p.70924,Oklahoma,30,340,69,154,44.8,1,8,12.5,34,50,68,28,72,100,29,37,8,34,45,173
Tara Wallack, Washington St. (Pac-12),Junior,74,Guard,ncaaw.p.67370,Washington St.,32,982,119,256,46.5,31,88,35.2,68,83,81.9,41,101,142,78,38,26,35,45,337
Charlise Dunn, Davidson (Atlantic 10),Sophomore,74,Guard,ncaaw.p.71455,Davidson,23,689,101,242,41.7,38,114,33.3,53,62,85.5,43,97,140,38,39,30,24,40,293
Zoe Nelson, SFA (WAC),Junior,73,Guard,ncaaw.p.67551,UT Arlington,26,639,89,226,39.4,9,52,17.3,17,23,73.9,37,153,190,43,41,19,27,40,204
Ashley Banks, Southern Utah (WAC),Sophomore,77,Center,ncaaw.p.71108,Southern Utah,26,549,57,117,48.7,3,8,37.5,29,45,64.4,56,77,133,16,36,5,25,66,146
Laura Bello, Idaho St. (Big Sky),Junior,75,Forward,ncaaw.p.71248,UT Arlington,30,760,101,253,39.9,0,0,,48,70,68.6,66,126,192,14,57,22,31,77,250
Paige Mott, Northwestern (Big Ten),Senior,73,Forward,ncaaw.p.64894,Geo. Wash.,30,782,95,205,46.3,0,6,0,49,68,72.1,56,91,147,56,66,9,31,89,239
Megan Norris, UC Davis (Big West),Junior,75,Center,ncaaw.p.67401,UC Davis,28,729,115,233,49.4,23,75,30.7,42,59,71.2,45,164,209,47,60,17,28,66,295
Sherese Pittman, Stony Brook (CAA),Junior,74,Forward,ncaaw.p.66838,Tulane,27,768,126,263,47.9,12,46,26.1,102,129,79.1,67,131,198,59,51,23,30,47,366
Khalis Cain, UNC Greensboro (SoCon),Senior,75,Forward,ncaaw.p.64664,N.C. Greensboro,31,714,72,134,53.7,0,0,,39,66,59.1,116,113,229,9,25,25,30,64,183
Carmyn Harrison, Belmont (MVC),Junior,74,Forward,ncaaw.p.66775,Belmont,31,465,39,83,47,0,1,0,24,35,68.6,37,61,98,39,38,28,32,74,102
Natalija Marshall, Notre Dame (ACC),Senior,77,Forward,ncaaw.p.64880,Miami (FL),30,558,66,125,52.8,0,1,0,22,32,68.8,57,48,105,30,42,11,28,69,154
Hannah Noveroske, Toledo (MAC),Senior,77,Center,ncaaw.p.60717,Toledo,29,303,82,141,58.2,0,0,,34,64,53.1,60,55,115,7,48,12,32,60,198
Skylar Forbes, Marquette (Big East),Freshman,75,Forward,ncaaw.p.112042,Marquette,30,538,57,113,50.4,3,18,16.7,33,49,67.3,36,80,116,36,36,14,32,65,150
Rylan Moffitt, App State (Sun Belt),Sophomore,72,Forward,ncaaw.p.112843,Appalachian St.,32,839,89,184,48.4,0,4,0,34,56,60.7,97,159,256,37,61,28,32,102,212
Yaubryon Chambers, Tennessee Tech (OVC),Senior,73,Forward,ncaaw.p.61069,Tennessee Tech,31,415,74,136,54.4,0,0,,32,52,61.5,40,52,92,21,49,36,31,74,180
Mariona Cos-Morales, Rider (MAAC),Junior,73,Guard,ncaaw.p.112924,Rider,29,564,52,114,45.6,0,2,0,27,43,62.8,26,67,93,32,47,23,28,62,131
