PLAYER_NAME,Team,Class,Height,Position,PLAYER_ID,TEAM_NAME,GAMES,MINUTES_PLAYED,FIELD_GOALS_MADE,FIELD_GOAL_ATTEMPTS,FIELD_GOAL_PERCENTAGE,THREE_POINTS_MADE,THREE_POINT_ATTEMPTS,THREE_POINT_PERCENTAGE,FREE_THROWS_MADE,FREE_THROW_ATTEMPTS,FREE_THROW_PERCENTAGE,OFFENSIVE_REBOUNDS,DEFENSIVE_REBOUNDS,TOTAL_REBOUNDS,ASSISTS,TURNOVERS,STEALS,BLOCKS,FOULS,POINTS
Lauren Hansen, Michigan (Big Ten),Senior,68,Guard,ncaaw.p.60955,Michigan,33,932,137,323,42.4,66,176,37.5,53,62,85.5,9,65,74,74,74,42,3,50,393
Deja Williams, Mercer (SoCon),Senior,66,Guard,ncaaw.p.60594,Mercer,32,1047,92,274,33.6,64,180,35.6,47,61,77,15,60,75,92,62,44,9,57,295
Marta Galic, Tulane (AAC),Senior,72,Guard,ncaaw.p.58037,Tulane,29,923,132,325,40.6,58,163,35.6,46,57,80.7,40,93,133,49,76,19,7,45,368
MeiLani McBee, Hawaii (Big West),Junior,70,Guard,ncaaw.p.65268,Hawaii,29,823,76,206,36.9,58,160,36.3,26,29,89.7,19,88,107,21,32,24,19,59,236
Dominique Ennis, Rice (AAC),Sophomore,69,Guard,ncaaw.p.71284,Rice,29,888,123,312,39.4,59,182,32.4,35,41,85.4,18,63,81,43,49,41,5,61,340
Rachel Ullstrom, Richmond (Atlantic 10),Sophomore,73,Guard,ncaaw.p.71292,Richmond,33,799,141,264,53.4,68,157,43.3,41,50,82,35,116,151,17,35,32,12,48,391
Madison Mathiowetz, South Dakota St. (Summit League),Sophomore,70,Guard,ncaaw.p.71395,S. Dakota St.,30,899,130,286,45.5,59,149,39.6,35,46,76.1,18,91,109,77,46,28,1,47,354
Dolly Cairns, FGCU (ASUN),Senior,66,Guard,ncaaw.p.64290,Fla Gulf Coast,29,914,89,219,40.6,53,156,34,24,33,72.7,5,68,73,86,42,34,1,43,255
Holly Kersgieter, Kansas (Big 12),Senior,70,Guard,ncaaw.p.61091,Kansas,30,984,121,278,43.5,61,147,41.5,49,70,70,22,127,149,46,53,40,5,53,352
Freja Werth, San Francisco (WCC),Junior,73,Guard,ncaaw.p.67573,San Francisco,30,957,103,264,39,57,162,35.2,34,45,75.6,47,123,170,45,38,18,5,70,297
Reese Ericson, Army West Point (Patriot),Sophomore,66,Guard,ncaaw.p.70971,Army,28,851,92,286,32.2,52,165,31.5,11,19,57.9,15,43,58,78,69,31,2,48,247
Kristin Williams, Massachusetts (Atlantic 10),Junior,68,Guard,ncaaw.p.71598,Coastal Car.,32,933,131,374,35,60,195,30.8,49,58,84.5,6,47,53,69,93,32,3,59,371
Annika Shah, Cal Poly (Big West),Junior,63,Guard,ncaaw.p.67603,Cal Poly,29,951,115,293,39.2,55,136,40.4,65,69,94.2,19,43,62,68,65,28,0,57,350
Molly Sheehan, SIUE (OVC),Junior,68,Guard,ncaaw.p.66532,SIU Edwardsville,31,777,82,187,43.9,58,137,42.3,47,49,95.9,8,62,70,90,80,23,5,38,269
Deaja Richardson, Coastal Carolina (Sun Belt),Senior,69,Guard,ncaaw.p.60780,Coastal Car.,29,847,139,374,37.2,54,198,27.3,88,115,76.5,23,60,83,56,80,46,0,71,420
Kayla Padilla, Southern California (Pac-12),Senior,69,Guard,ncaaw.p.63022,USC,30,912,78,177,44.1,54,123,43.9,21,28,75,10,41,51,77,24,24,13,49,231
Sara Bejedi, Florida St. (ACC),Senior,67,Guard,ncaaw.p.61057,Florida St.,33,1050,125,390,32.1,60,201,29.9,92,121,76,10,98,108,58,56,30,1,95,402
Sydni Scott, Marshall (Sun Belt),Sophomore,68,Guard,ncaaw.p.70806,Fairfield,30,539,86,209,41.1,56,157,35.7,10,17,58.8,18,38,56,23,26,47,1,60,238
Naudia Evans, Grand Canyon (WAC),Junior,66,Guard,ncaaw.p.66887,Loyola Marymount,30,1008,99,264,37.5,56,154,36.4,44,61,72.1,6,104,110,81,53,42,6,24,298
Mataya Gayle, Penn (Ivy League),Freshman,67,Guard,ncaaw.p.112827,Pennsylvania,27,849,146,369,39.6,49,166,29.5,40,50,80,25,57,82,83,85,40,3,82,381
Tess Barnes, Wyoming (Mountain West),Junior,74,Forward,ncaaw.p.67229,Wyoming,29,849,102,234,43.6,57,155,36.8,19,25,76,8,101,109,49,64,20,19,66,280
Salma Bates, Louisiana Tech (CUSA),Senior,67,Guard,ncaaw.p.60727,Louisiana Tech,31,951,106,283,37.5,58,182,31.9,47,62,75.8,6,70,76,81,50,48,4,49,317
Taliyah Clark, UT Arlington (WAC),Junior,71,Guard,ncaaw.p.67104,UT Arlington,30,833,126,299,42.1,58,156,37.2,71,95,74.7,22,98,120,50,56,22,13,55,381
Kaety L'Amoreaux, Fairfield (MAAC),Freshman,66,Guard,ncaaw.p.112870,Fairfield,28,742,92,254,36.2,53,166,31.9,45,58,77.6,26,87,113,73,66,45,2,54,282
Hannah Pratt, Tulane (AAC),Senior,73,Forward,ncaaw.p.57064,Tulane,30,815,108,279,38.7,58,168,34.5,26,34,76.5,32,108,140,34,46,19,19,51,300
Sydney Ryan, Furman (SoCon),Sophomore,71,Guard,ncaaw.p.70977,Furman,31,774,102,238,42.9,56,145,38.6,67,79,84.8,65,111,176,29,48,29,3,68,327
Coriah Beck, Ark.-Pine Bluff (SWAC),Junior,71,Guard,ncaaw.p.63965,Alabama A&M,30,848,127,342,37.1,54,163,33.1,76,116,65.5,39,84,123,71,90,35,9,94,384
Jade Upshaw, Central Ark. (ASUN),Junior,67,Guard,ncaaw.p.66636,Central Arkansas,30,872,133,317,42,55,145,37.9,44,54,81.5,23,104,127,29,41,37,2,52,365
